,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
683521,1997,3,85322410,11,399,SP,4,817700,1833172,688,12516,4936,5
685594,1997,12,85322410,11,628,SP,4,817700,21000,1,397,67,0
687750,1997,6,85322410,11,493,SP,4,817600,104000,5,2343,118,11
689159,1997,7,85322410,11,741,SP,4,817700,696000,281,8722,1467,34
690910,1997,4,85322410,11,275,SP,4,817700,4000,1,58,31,0
695066,1997,10,85322410,11,72,RS,4,1017600,6961000,319,66856,1236,131
698261,1997,5,85322410,11,573,SP,4,817700,40000,21,3400,345,17
699761,1997,4,85322410,11,72,RS,4,1017600,8762235,200,78319,805,151
699990,1997,5,85322410,11,249,SP,4,817700,15336750,1493,214454,7394,13
702099,1997,9,85322410,11,249,SP,4,817600,4626350,1266,338626,4252,106
702745,1997,12,85322410,11,249,SP,4,817600,836404,82,13776,257,31
705205,1997,4,85322410,11,161,AM,4,227600,11934000,464,76828,2450,104
705644,1997,1,85322410,11,399,SP,4,817600,1393010,114,19168,1998,32
706675,1997,2,85322410,11,386,SP,4,817600,11080,2,112,9,1
708545,1997,11,85322410,11,493,SP,4,817700,204000,5,4134,281,2
709864,1997,6,85322410,11,351,SP,4,817600,96000,1,1536,5,8
709898,1997,4,85322410,11,628,SP,4,817700,36000,5,259,117,1
711382,1997,2,85322410,11,249,AM,4,227600,336210,53,22976,177,0
714465,1997,5,85322410,11,72,RS,4,1017600,7770711,229,89225,1011,177
714709,1997,3,85322410,11,573,SP,4,817700,8000,1,276,14,1
715691,1997,12,85322410,11,23,SP,4,817700,166700,125,3593,601,49
716079,1997,6,85322410,11,23,SP,4,817700,536000,178,6593,805,15
716550,1997,7,85322410,11,399,SP,4,817700,1161100,85,14766,1581,64
718056,1997,3,85322410,11,161,SP,4,817600,1264020,264,16893,1797,25
719754,1997,1,85322410,11,23,RS,4,1017600,150000,1,695,32,1
720664,1997,6,85322410,11,741,AM,1,227600,2409000,353,59522,386,327
722274,1997,6,85322410,11,160,BA,1,517600,87000,71,1920,57,0
724454,1997,4,85322410,11,249,MG,4,817700,9100,2,3440,60,10
725537,1997,7,85322410,11,190,AM,1,227600,157500,38,4725,21,0
725929,1997,10,85322410,11,190,SP,1,817800,235780,3934,2592,1566,13
727101,1997,6,85322410,11,161,AM,4,227600,9750000,543,66629,3776,93
728280,1997,11,85322410,11,161,AM,1,227600,600,0,76,0,0
730743,1997,1,85322410,11,249,AM,4,227600,386000,114,9560,298,279
733312,1997,5,85322410,11,399,SP,4,817700,1828000,191,16377,908,7
737599,1997,2,85322410,11,161,SP,4,817600,856003,60,15329,401,3
741297,1997,12,85322410,11,161,PR,4,910151,272440,50,9260,438,19
742339,1997,4,85322410,11,351,SP,4,817600,56000,0,896,2,4
742477,1997,5,85322410,11,573,SP,4,817600,4000,0,58,0,0
743730,1997,5,85322410,11,386,PR,4,817700,400,0,322,2,2
745567,1997,10,85322410,11,580,SP,1,817800,9400,38,47,25,0
745750,1997,5,85322410,11,628,AM,4,227600,4000,0,32,105,0
747263,1997,9,85322410,11,776,SP,4,817700,276000,177,2952,925,11
748175,1997,9,85322410,11,23,AM,4,227600,972000,309,19709,2281,0
751756,1997,2,85322410,11,628,SP,4,817700,20000,2,144,212,1
755741,1997,5,85322410,11,386,PR,4,910151,6,2,77,8,0
765186,1997,1,85322410,11,161,AM,4,227600,6294000,458,86340,3385,107
765460,1997,3,85322410,11,161,SP,4,817700,936000,731,9938,4348,24
765944,1997,5,85322410,11,23,SP,4,817600,117000,15,9322,101,6
766159,1997,9,85322410,11,455,SP,4,817700,2000,0,236,1,1
767544,1997,3,85322410,11,249,SP,4,817700,7295799,2232,182182,10573,100
768188,1997,6,85322410,11,23,MG,4,817600,1,12,1396,53,0
770380,1997,11,85322410,11,23,SP,4,817700,824700,528,12423,1687,13
770525,1997,2,85322410,11,23,MG,4,817600,3,5,1846,21,0
770786,1997,2,85322410,11,741,AM,1,227600,1375000,84,18386,39,55
773429,1997,12,85322410,11,628,AM,4,227600,1511410,79,11088,344,34
775574,1997,4,85322410,11,628,SP,4,817600,36000,1,617,93,1
780195,1997,5,85322410,11,493,SP,4,817600,180000,43,4957,368,23
780959,1997,2,85322410,11,249,SP,4,817600,2790507,328,150719,2067,43
781422,1997,12,85322410,11,161,MG,4,717700,4,2,53,18,0
781679,1997,7,85322410,11,23,MG,4,817600,1,1,1675,11,0
783450,1997,8,85322410,11,573,SP,4,817600,92000,1,1059,36,5
788809,1997,11,85322410,11,249,MG,4,617600,36000,6,728,37,3
789164,1997,3,85322410,11,628,SP,4,817600,51000,5,934,14,5
792116,1997,5,85322410,11,249,SC,4,920100,8000,1,344,10,0
792606,1997,7,85322410,11,741,AM,1,227600,538000,61,6997,102,9
794419,1997,9,85322410,11,190,SP,4,817600,21200,8,5772,48,29
794457,1997,10,85322410,11,249,RS,4,1017600,11000,10,2740,136,0
794975,1997,6,85322410,11,493,SP,4,817700,56003,4,3246,43,13
795042,1997,11,85322410,11,351,SP,4,817700,423,28,2221,691,12
795717,1997,3,85322410,11,249,RJ,4,717700,100,0,210,39,0
799303,1997,3,85322410,11,493,SP,4,817700,4000,0,47,1,0
801566,1997,12,85322410,11,161,SP,4,817700,195820,2349,3087,17668,17
802435,1997,10,85322410,11,628,SP,4,817600,8000,4,200,27,1
803279,1997,9,85322410,11,741,AM,4,227600,100000,40,1852,215,6
804044,1997,4,85322410,11,23,RS,4,1017600,460000,4,4225,30,8
804649,1997,10,85322410,11,351,SP,4,817700,17200,185,311,591,1
807002,1997,6,85322410,11,399,BA,4,517600,172500,656,305,2407,0
808437,1997,11,85322410,11,190,SP,4,817700,8000,0,80,4,0
809168,1997,3,85322410,11,850,AM,4,227600,10224000,550,109259,2972,146
810318,1997,9,85322410,11,161,SP,4,817600,48000,24,416,102,2
813727,1997,6,85322410,11,161,PR,4,910151,72000,4,760,90,2
813758,1997,11,85322410,11,161,SP,4,817700,2065200,703,21948,3659,97
815929,1997,7,85322410,11,249,SP,4,817700,22113795,1657,494847,8876,846
816117,1997,2,85322410,11,399,SP,4,817600,7592350,266,90800,6783,270
819148,1997,7,85322410,11,628,AM,4,227600,1380000,70,11117,1006,11
820027,1997,6,85322410,11,386,SP,4,817600,146400,232,2946,658,13
821659,1997,3,85322410,11,399,AM,4,227600,600,0,18,0,0
822533,1997,12,85322410,11,351,SP,1,817800,11540,45,58,26,0
825330,1997,6,85322410,11,628,SP,4,817700,1632000,355,12105,2061,61
825727,1997,12,85322410,11,741,SP,4,817700,650,0,27,1,0
826062,1997,10,85322410,11,399,SP,4,227600,4787543,696,158627,4087,969
826538,1997,4,85322410,11,161,SP,4,817700,4212141,1376,67210,8374,271
827962,1997,4,85322410,11,386,PR,4,817700,600,0,290,2,1
829612,1997,3,85322410,11,455,AM,4,227600,432937,1116,67240,4120,111
830472,1997,1,85322410,11,249,SP,4,817600,1059800,99,39747,534,19
833006,1997,10,85322410,11,161,PR,4,910151,550000,43,6400,354,13
833348,1997,10,85322410,11,249,SP,4,817600,3043239,242,57278,2721,153
840629,1997,5,85322410,11,161,SP,4,817700,2281000,935,32167,5413,139
841740,1997,8,85322410,11,161,AM,4,227600,16206000,810,127694,4548,174
845128,1997,7,85322410,11,161,SP,4,817600,366266,368,16570,1705,21
848069,1997,11,85322410,11,249,MG,4,817700,501,3,1795,106,5
849075,1997,8,85322410,11,628,SP,4,817700,12000,9,160,37,1
853767,1997,7,85322410,11,161,PR,4,910151,110000,5,1390,38,3
854851,1997,3,85322410,11,23,SP,4,817700,28000,13,282,257,0
855800,1997,1,85322410,11,399,AM,4,227600,2720100,122,26492,485,49
856080,1997,12,85322410,11,399,AM,4,227600,22400,12,673,33,2
860989,1997,4,85322410,11,275,AM,4,227600,4000,1,7,107,0
861254,1997,9,85322410,11,249,PR,4,717700,61,10,9150,45,46
863248,1997,11,85322410,11,776,SP,4,817700,208000,55,2381,285,10
864585,1997,12,85322410,11,628,SP,4,812000,69000,2,1214,34,1
866758,1997,2,85322410,11,573,SP,4,817600,2,0,863,6,0
871107,1997,11,85322410,11,249,SP,4,817700,13324804,1237,277171,8311,6
871743,1997,7,85322410,11,161,SP,4,817700,2844400,2393,28281,16937,114
872227,1997,9,85322410,11,493,SP,4,817600,1371512,293,18489,1814,92
872516,1997,6,85322410,11,399,AM,4,227600,684000,15,8156,292,11
873732,1997,2,85322410,11,72,RS,4,1017600,1126000,83,29599,405,60
877198,1997,12,85322410,11,399,SP,4,817600,5707486,3023,112721,27154,260
877530,1997,9,85322410,11,351,SP,4,817600,64330,126,3169,852,14
878815,1997,7,85322410,11,190,SP,4,817600,492000,20,3074,147,15
878966,1997,5,85322410,11,399,SP,4,227600,5054,206,36958,1505,241
879432,1997,7,85322410,11,161,AM,4,227600,21090700,1111,144254,6351,196
881336,1997,1,85322410,11,628,SP,4,817700,235000,16,3471,724,16
881635,1997,4,85322410,11,493,SP,4,817600,118000,5,2500,159,11
883132,1997,11,85322410,11,455,SP,4,817700,78000,38,1185,155,4
884515,1997,1,85322410,11,161,SP,4,817700,2134560,419,33107,2499,128
886323,1997,9,85322410,11,628,AM,4,227600,4000,0,34,106,0
887389,1997,9,85322410,11,249,RS,4,1017600,13500,7,2395,148,0
888003,1997,2,85322410,11,399,AM,1,227600,3690000,226,34925,103,47
894744,1997,2,85322410,11,741,SP,4,817700,150,0,2,0,0
894938,1997,11,85322410,11,249,AM,4,227600,1990200,202,51563,959,40
895258,1997,8,85322410,11,386,PR,4,817700,100,0,4,1,0
895565,1997,11,85322410,11,72,RS,4,1017600,2429000,148,37542,598,74
900782,1997,4,85322410,11,399,AM,4,227600,4595000,208,43322,921,74
900990,1997,2,85322410,11,23,RS,4,1017600,210000,1,1100,31,2
902391,1997,6,85322410,11,741,AM,4,227600,25000,2,260,92,0
902950,1997,2,85322410,11,399,SP,4,817700,6001700,1359,44204,9458,5
903872,1997,2,85322410,11,275,SP,4,817600,20000,60,757,216,4
912450,1997,3,85322410,11,386,SP,4,817700,40000,11,400,105,2
912497,1997,5,85322410,11,190,SP,4,817700,124000,60,2203,326,9
912586,1997,2,85322410,11,275,SP,4,817700,144000,14,2194,143,11
913290,1997,11,85322410,11,573,MG,4,617600,184000,34,4700,198,20
914325,1997,2,85322410,11,351,SP,4,817600,56000,0,896,2,4
914616,1997,4,85322410,11,741,SP,4,817700,328000,200,6684,1175,26
915852,1997,2,85322410,11,386,PR,4,817700,400,0,178,2,1
917686,1997,3,85322410,11,386,PR,4,817700,300,0,196,2,1
922570,1997,7,85322410,11,23,SP,1,817800,47,47,2673,40,13
925849,1997,4,85322410,11,23,PR,4,817700,235120,67,11666,293,58
926442,1997,5,85322410,11,161,SP,4,817600,100000,6,1135,89,1
928650,1997,6,85322410,11,573,MG,4,617600,74000,65,1844,566,16
928947,1997,3,85322410,11,455,AM,1,227600,107000,2,1447,2,2
932460,1998,10,85322410,11,149,SP,4,817700,2423000,192,28887,749,185
935795,1998,2,85322410,11,160,SP,4,817600,1000,500,6000,1971,0
937516,1998,8,85322410,11,23,SP,1,817800,196500,63,3920,67,20
938224,1998,12,85322410,11,776,SP,4,817700,809000,462,5676,2471,29
939604,1998,9,85322410,11,23,PR,4,910151,50300,18,1834,138,12
942329,1998,6,85322410,11,399,SP,4,817600,6053280,474,166975,9653,352
942626,1998,9,85322410,11,249,SP,1,817800,162028,263,896,61,4
942684,1998,8,85322410,11,399,PR,4,910151,330030,27,3307,188,8
942769,1998,6,85322410,11,249,SP,4,817700,25640975,3332,723229,16014,141
942890,1998,11,85322410,11,399,SP,4,817600,5308078,394,89104,8936,222
945507,1998,2,85322410,11,23,SP,1,817800,83000,27,1372,27,7
945939,1998,5,85322410,11,383,SP,4,817700,10000,0,180,1,1
946991,1998,12,85322410,11,399,SP,4,817600,3607997,770,221259,19022,694
947708,1998,9,85322410,11,493,SP,4,817700,651070,69,14318,244,16
947920,1998,6,85322410,11,87,SP,4,817700,20000,17,617,61,3
951096,1998,10,85322410,11,365,SP,4,817700,2000,0,469,2,1
952572,1998,2,85322410,11,399,SP,4,227600,290,11,1674,28,24
953276,1998,4,85322410,11,249,SP,4,817600,55100,25,4906,98,1
953450,1998,10,85322410,11,399,AM,4,227700,12726500,591,130011,2535,375
953456,1998,7,85322410,11,275,AM,4,227700,20000,1,1,221,0
953894,1998,1,85322410,11,23,SP,4,817700,2918000,1340,43681,3896,35
955131,1998,5,85322410,11,573,SP,4,817700,70,3,18,29,0
956548,1998,5,85322410,11,161,AM,4,227600,36000,7,180,9,0
959470,1998,7,85322410,11,245,RS,4,1017600,12100,36,758,142,0
960907,1998,7,85322410,11,23,SP,4,817700,5189260,671,80485,2003,87
961306,1998,5,85322410,11,455,AM,1,227600,1607000,48,17990,39,142
961697,1998,8,85322410,11,161,PE,4,417700,2959000,151,22467,1770,32
963667,1998,5,85322410,11,573,MG,4,617600,264000,78,5960,363,21
967155,1998,11,85322410,11,23,SP,4,817700,20000,3,178,18,0
971847,1998,6,85322410,11,607,SP,4,817700,600,0,84,1,0
973047,1998,8,85322410,11,455,AM,4,227600,772000,44,6892,236,23
976091,1998,1,85322410,11,23,PR,4,817700,235500,144,15293,504,96
977136,1998,2,85322410,11,776,SP,4,817700,1376000,910,8491,5282,37
979927,1998,9,85322410,11,741,SP,4,817700,1144000,758,13054,3817,69
982081,1998,9,85322410,11,399,AM,4,227700,18042000,1053,172597,3433,513
984741,1998,5,85322410,11,399,SP,4,227700,7069,273,34477,1409,229
985143,1998,11,85322410,11,493,AM,4,227700,16000,0,284,50,1
986142,1998,8,85322410,11,149,SP,4,817700,1588000,150,13014,377,82
989107,1998,1,85322410,11,607,SP,4,817700,57000,29,1716,110,9
989183,1998,6,85322410,11,399,PR,4,910151,330000,27,3300,204,8
990055,1998,12,85322410,11,160,AM,4,227600,63800,3,381,21,0
991189,1998,7,85322410,11,161,BA,4,517601,890000,712,1495,1381,0
991568,1998,9,85322410,11,161,SP,4,817700,6606760,1794,75781,9835,357
992471,1998,10,85322410,11,741,AM,4,227700,668000,76,5992,163,19
994311,1998,2,85322410,11,72,RS,4,1017600,1656000,75,15875,274,31
994725,1998,6,85322410,11,249,SP,1,817800,247653,3065,2518,887,13
996202,1998,12,85322410,11,249,SP,4,817600,602800,611,71686,1781,0
997104,1998,6,85322410,11,399,AM,1,227600,277000,468,3910,465,2
997926,1998,6,85322410,11,161,SP,4,817600,3314000,391,14493,1691,14
998439,1998,2,85322410,11,161,AM,4,227600,14734000,909,97506,4273,118
1006164,1998,1,85322410,11,399,SP,4,817600,3543664,660,130066,14208,363
1007389,1998,3,85322410,11,161,SP,4,817600,3030,1,542,5,3
1009899,1998,11,85322410,11,161,PR,4,910151,220000,18,2200,129,5
1012258,1998,12,85322410,11,493,SP,4,817700,1317113,109,15122,698,58
1012876,1998,10,85322410,11,455,SP,4,817700,8000,6,91,38,0
1013190,1998,8,85322410,11,455,AM,1,227600,920000,28,9068,29,68
1013455,1998,4,85322410,11,628,AM,4,227600,3811000,153,24622,576,76
1015412,1998,11,85322410,11,161,PE,4,417700,1599000,81,12899,903,18
1016682,1998,9,85322410,11,628,AM,4,227700,450181,22,4441,58,11
1020017,1998,10,85322410,11,161,AM,1,227600,21034,2,168,2,0
1020136,1998,11,85322410,11,249,SP,4,817600,176500,516,81075,1206,0
1021970,1998,5,85322410,11,493,SP,4,817600,3400,14,604,32,0
1025556,1998,12,85322410,11,383,SP,4,817700,46000,8,866,27,1
1029895,1998,8,85322410,11,23,MG,4,617600,12000,4,624,17,2
1032260,1998,11,85322410,11,399,AM,1,227600,43000,145,485,194,0
1032911,1998,6,85322410,11,275,MG,4,617600,20500,42,990,150,9
1032933,1998,10,85322410,11,249,RJ,4,617600,49500,6,1471,25,0
1036436,1998,9,85322410,11,249,RJ,4,717700,36000,1,324,6,0
1037182,1998,12,85322410,11,399,RS,4,1017600,120000,17,7194,90,0
1039201,1998,8,85322410,11,161,AM,1,227600,780000,26,6034,19,0
1042027,1998,10,85322410,11,249,PR,4,1017600,41000,6,754,30,5
1042524,1998,6,85322410,11,249,MG,4,817600,16500,17,6440,117,0
1042819,1998,1,85322410,11,386,SP,4,817700,1000,4,393,90,2
1045674,1998,4,85322410,11,161,PR,4,910151,300000,21,3030,177,6
1048304,1998,9,85322410,11,161,AM,1,227600,18000,2,125,2,0
1048400,1998,6,85322410,11,161,SP,1,817800,22000,88,110,30,1
1048560,1998,11,85322410,11,161,BA,4,517601,25300,20,25,53,0
1050228,1998,3,85322410,11,275,SP,4,817700,21080,5,229,183,1
1050928,1998,9,85322410,11,249,SP,4,817700,37960971,1262,998923,6579,177
1055066,1998,8,85322410,11,249,SP,4,817700,24363332,1163,628166,5745,230
1055093,1998,1,85322410,11,249,SP,4,817600,298300,105,12847,845,21
1055390,1998,6,85322410,11,249,SP,4,817600,113400,41,2388,237,3
1055583,1998,1,85322410,11,161,SP,4,817600,52000,3,343,31,0
1056332,1998,3,85322410,11,249,SP,4,817700,71378493,6318,1047457,26509,43
1058005,1998,5,85322410,11,161,SP,4,817700,1749000,1249,24219,6262,93
1059334,1998,6,85322410,11,493,AM,4,227700,4000,0,73,28,0
1062727,1998,6,85322410,11,245,RS,4,1017600,1100,3,70,11,0
1063459,1998,3,85322410,11,72,RS,4,1017600,1332000,64,13161,238,26
1066998,1998,2,85322410,11,190,SP,1,817800,48100,721,532,328,3
1067129,1998,11,85322410,11,190,SP,4,817700,493750,51,7286,372,23
1071943,1998,5,85322410,11,355,SP,4,817700,69500,1,772,9,1
1073015,1998,5,85322410,11,399,SP,1,817800,696000,23,2280,15,3
1073211,1998,8,85322410,11,493,SP,4,817700,531000,25,9199,157,8
1076003,1998,1,85322410,11,628,SP,4,817700,282700,57,5538,243,13
1077342,1998,8,85322410,11,573,MG,4,617600,268000,33,5592,173,18
1079722,1998,8,85322410,11,351,SP,4,817700,44000,2,234,88,1
1084205,1998,5,85322410,11,161,SP,4,817600,69000,38,1656,239,11
1084781,1998,7,85322410,11,776,SP,4,817700,127000,104,664,525,3
1085413,1998,2,85322410,11,628,AM,4,227600,2617000,97,16275,223,49
1088286,1998,11,85322410,11,628,SP,4,817700,11000,3,482,112,2
1089511,1998,1,85322410,11,741,AM,1,227600,190000,196,2440,176,1
1091413,1998,5,85322410,11,741,AM,4,227700,2394000,139,33109,274,100
1092326,1998,1,85322410,11,161,SP,4,817700,1435000,869,15666,4546,69
1093746,1998,6,85322410,11,249,SC,4,817600,7000,70,410,183,0
1096183,1998,11,85322410,11,399,RS,1,1010500,226000,7,2893,2,0
1098355,1998,12,85322410,11,161,PR,4,917700,660000,52,6600,373,16
1101149,1998,9,85322410,11,249,AM,4,227700,3990000,266,77482,1389,228
1101829,1998,1,85322410,11,161,BA,4,517600,39480,150,474,598,0
1107581,1998,8,85322410,11,355,SP,4,817600,36000,11,249,46,0
1111400,1998,10,85322410,11,72,AM,4,227700,1712000,66,11612,280,0
1114166,1998,1,85322410,11,399,SP,4,227600,369675,123,26695,414,226
1114881,1998,2,85322410,11,23,SP,4,817600,163000,19,361,198,2
1116469,1998,7,85322410,11,386,SP,4,817600,50,0,70,3,0
1119166,1998,8,85322410,11,455,AM,4,227700,108000,5,628,74,2
1122647,1998,8,85322410,11,267,SP,4,817700,13000,4,901,11,3
1123640,1998,1,85322410,11,249,MG,4,617600,16000,2,336,11,1
1124970,1998,4,85322410,11,573,MG,4,617600,99000,12,1991,111,7
1126418,1998,8,85322410,11,161,SP,4,817600,17773172,685,25980,3736,203
1127311,1998,6,85322410,11,249,RS,4,1017600,16000,1,251,39,0
1130116,1998,6,85322410,11,764,SP,4,817700,7100,6,525,45,1
1133437,1998,4,85322410,11,161,SP,4,817700,923000,470,8100,2536,34
1134965,1998,6,85322410,11,23,ES,4,717700,64000,9,1322,46,0
1135846,1998,4,85322410,11,161,AM,4,227600,19564000,1112,120100,5883,164
1137044,1998,5,85322410,11,365,AM,4,227700,2500,1,36,3,0
1137515,1998,5,85322410,11,399,AM,1,227600,451000,42,7723,35,33
1138052,1998,7,85322410,11,399,SP,4,817600,6817224,467,130644,8823,337
1138914,1998,12,85322410,11,249,SP,1,817800,96400,947,2038,243,10
1141318,1998,10,85322410,11,23,PR,4,910151,15500,4,934,24,6
1141949,1998,11,85322410,11,160,SP,4,817700,200,2,9,4,0
1142407,1998,3,85322410,11,275,MG,4,617600,6000,1,1400,2,5
1143963,1998,10,85322410,11,455,AM,4,227700,2194000,126,19686,333,55
1145261,1998,6,85322410,11,72,RS,4,1017600,3608000,149,24341,570,47
1148083,1998,4,85322410,11,687,SP,4,817700,9000,4,239,40,1
1148283,1998,9,85322410,11,455,AM,4,227700,988000,109,8828,268,23
1150080,1998,2,85322410,11,23,PR,4,817700,8000,2,419,7,3
1151195,1998,12,85322410,11,741,AM,1,227600,168000,20,1516,28,0
1152046,1998,2,85322410,11,87,SP,4,817700,116000,151,1320,489,7
1152178,1998,4,85322410,11,493,SP,4,817600,3000,11,393,26,0
1153151,1998,1,85322410,11,351,SP,4,817700,11540,45,58,169,0
1154848,1998,9,85322410,11,493,SP,4,817600,11000,72,4200,144,0
1160348,1998,6,85322410,11,187,SP,4,817700,850000,68,3614,1468,13
1161258,1998,9,85322410,11,573,MG,4,617600,360000,46,7508,257,25
1167924,1998,3,85322410,11,399,AM,1,227600,160000,3,2434,2,3
1169876,1998,8,85322410,11,249,MG,4,617600,32000,4,672,19,2
1170787,1998,10,85322410,11,399,PR,4,910151,110000,9,1100,64,3
1171343,1998,11,85322410,11,23,SP,4,817600,50,0,13,0,0
1171418,1998,10,85322410,11,160,BA,4,517601,166280,133,1930,279,0
1171926,1998,7,85322410,11,275,MG,4,617600,556800,107,4675,278,19
1176102,1998,4,85322410,11,161,BA,4,517600,12850,49,257,125,0
1177717,1998,10,85322410,11,23,RS,1,1010500,33250,48,2382,37,0
1178634,1998,7,85322410,11,72,AM,4,227700,1046000,40,4592,148,0
1180521,1998,10,85322410,11,628,SP,4,817700,62000,29,1076,373,6
1182281,1998,5,85322410,11,160,SC,4,925100,1200,53,8130,353,0
1183309,1998,1,85322410,11,275,SP,4,817600,321000,68,1318,685,10
1183442,1998,8,85322410,11,23,SP,4,817700,2368000,509,33098,1519,30
1184420,1998,2,85322410,11,161,PR,4,910151,574150,45,5742,329,12
1184762,1998,3,85322410,11,493,AM,4,227600,28000,1,494,2,2
1185780,1998,10,85322410,11,573,MG,4,617600,616000,59,13660,511,45
1187198,1998,7,85322410,11,161,SP,4,817700,4741720,1564,58881,8611,249
1187381,1998,9,85322410,11,160,AM,4,227600,25000,5,1250,36,0
1189337,1998,8,85322410,11,161,PE,4,817700,40000,4,949,166,1
1192176,1998,5,85322410,11,399,AM,4,227600,219000,8,1475,41,1
1192379,1998,3,85322410,11,386,PR,4,817700,5300,2,786,9,5
1193656,1998,10,85322410,11,399,AM,4,227600,406000,266,2099,1435,0
1194540,1998,8,85322410,11,72,AM,4,227700,3254000,125,23917,467,0
1195797,1998,5,85322410,11,628,SP,4,817700,27751,4,684,277,3
1196658,1998,1,85322410,11,455,AM,1,227600,2494000,258,50970,238,402
1198310,1998,7,85322410,11,87,RS,4,1017600,14000,41,946,164,0
1199216,1998,4,85322410,11,399,AM,4,227600,10049920,637,127043,1660,370
1200076,1998,2,85322410,11,628,SP,4,817700,186142,8,3226,104,9
1200194,1998,7,85322410,11,161,PE,4,417700,1902000,105,13599,1039,20
1203678,1998,10,85322410,11,399,SP,4,817600,11478518,503,135498,9855,307
1205477,1998,10,85322410,11,386,RS,1,1010500,8624,60,1463,46,0
1206341,1998,5,85322410,11,776,SP,4,227700,750000,150,7649,444,0
1208430,1998,12,85322410,11,399,AM,1,227600,221000,160,2923,275,3
1208762,1998,8,85322410,11,249,SP,4,817600,2000,3,355,8,0
1213891,1998,2,85322410,11,455,AM,1,227600,419000,16,7890,14,62
1214578,1998,10,85322410,11,791,SP,4,817700,10000,4,108,27,0
1216053,1998,2,85322410,11,351,AM,4,227600,425000,19,1680,109,0
1216056,1998,1,85322410,11,493,SP,4,817700,72000,1,1159,6,0
1217088,1998,10,85322410,11,249,MG,4,617600,88000,5,952,33,3
1217245,1998,4,85322410,11,249,SP,1,817800,104500,1568,1144,756,6
1217988,1998,8,85322410,11,628,AM,4,227700,2686626,99,15800,314,48
1218373,1998,5,85322410,11,161,PE,4,417600,275000,14,2031,226,3
